,field_1,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,link,username,datetime,tweet_text,impressions,likes,longitude,latitude,timestamp,year,month,day,hour,minute,second,contains_keyword,keyword,is_heat_related,field_25,geometry,BG1,BG2,BG3,BG4,BG5,BG6,weight1,weight2,weight3,weight4,weight5,weight6,bot_score,VADAR_sentiment
488,65548.0,35629,162795,162795,66948,https://twitter.com/TopherReina/status/1548389958829764609,@TopherReina,2022-07-16T19:31:48.000Z,Todays too beautiful not to work on the ride #Mustang #texasheat,,,30.32344508,-97.75698021,1658017908,2022,7,16,19,31,48,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,2.1,0.5994
489,,35698,172171,172171,9,https://twitter.com/craftsmanrecor1/status/1548398137768755202,@craftsmanrecor1,2022-07-16T20:04:18.000Z,"Craftsman Dinner Party is rockin’ the summer.  Good tunes, good food, and gIg with AC!  Join us Thursday, Doors open at 6.  #craftsmannights #liveatxmusic #beattheheat @ EL Mercado Restaurant South https://instagram.com/p/CgFfz0SpB6d/?igshid=YTgzYjQ4ZTY=…",,1,30.251268394059046,-97.75789,1658019858,2022,7,16,20,4,18,True,heat,,,,484530369003,484530331003.0,484530336002.0,484530331002.0,,,0.904258218410438,0.05112875,0.04123876590092,0.003374266,,,3.4,0.8748
492,65058.0,36186,162305,162305,66458,https://twitter.com/TheJeezuz/status/1548454279496708098,@TheJeezuz,2022-07-16T23:47:23.000Z,"Mmm that pool was like a hot tub today

#lifeisgood",,,30.32344508,-97.75698021,1658033243,2022,7,16,23,47,23,True,hot,,,,484530011021,484530012004.0,484530011023.0,,,,0.4164089867169249,0.4116373015987981,0.1719537116842535,,,,,0.3612
496,64684.0,36736,161931,161931,66084,https://twitter.com/AndrewRHairston/status/1548752790842925056,@AndrewRHairston,2022-07-17T19:33:34.000Z,"As you live through this era of collapse - within a dying empire, surrounded by increasingly intense climate emergencies - trust that your willingness to love people and forge authentic connections with them will make a difference.",,86,30.32344508,-97.75698021,1658104414,2022,7,17,19,33,34,True,climate,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.4,0.7717
498,64540.0,36905,161787,161787,65940,https://twitter.com/Kmgtexas/status/1548773203526443010,@Kmgtexas,2022-07-17T20:54:41.000Z,Whoa. I thought you were on the climate change is BS side. If climate change isn’t true then why care about carbon emissions?,,,30.32344508,-97.75698021,1658109281,2022,7,17,20,54,41,True,climate,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.4,0.7184
503,64180.0,37304,161427,161427,65580,https://twitter.com/deutschmarine/status/1548815135409684480,@deutschmarine,2022-07-17T23:41:18.000Z,"Marathons should have heats, semis and finals like all the other races imo",,,30.32344508,-97.75698021,1658119278,2022,7,17,23,41,18,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.2,0.3612
504,64160.0,37328,161407,161407,65560,https://twitter.com/FriskyChrisky/status/1548817183731490817,@FriskyChrisky,2022-07-17T23:49:26.000Z,That first sip of ice-cold water when you’re dehydrated is indescribably delicious,,7,30.32344508,-97.75698021,1658119766,2022,7,17,23,49,26,True,dehydrated,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.1,0.5719
506,,37536,313389,313389,157,https://twitter.com/austincityphoto/status/1549089779333021696,@austincityphoto,2022-07-18T17:52:38.000Z,Dress for the future you want. #summervibes #bright #shinebright #shine #beautiful #austinfashion #silver #shimmer #austin #ilea #austintexas #daydream @ 800 Congress,,1,30.27009466793509,-97.7450493,1658184758,2022,7,18,17,52,38,True,shimmer,,,,484530008011,484530021111.0,,,,,0.6895148822199182,0.3104851177801145,,,,,1.9,0.7964
508,63811.0,37946,161058,161058,65211,https://twitter.com/AnnaDsays/status/1549129801000226816,@AnnaDsays,2022-07-18T20:31:40.000Z,Yes! Everything is so sticky! ,,1,30.32344508,-97.75698021,1658194300,2022,7,18,20,31,40,True,sticky,,,,484530023132,484530023073.0,484530023071.0,,,,0.9951886289446524,0.004644553,0.000166818,,,,0.9,0.508
512,63373.0,38434,160620,160620,64773,https://twitter.com/genvc/status/1549173947991789568,@genvc,2022-07-18T23:27:06.000Z,"It also means they are failing to lead in innovation or climate resilience planning. Interesting that Exxon, She’ll and other legacy energy companies have begun to shift investments to renewables! Texas lead the 20th century, and we can lead the 21st if we take the blinders off!",,1,30.32344508,-97.75698021,1658204826,2022,7,18,23,27,6,True,climate,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.2,0.5696
513,,38482,435787,435787,283,https://twitter.com/kclightrail/status/1549177483941056515,@kclightrail,2022-07-18T23:41:09.000Z,"On the 
@CapMetroATX
 20 bus into sunny downtown Austin. Ready for two full days of transit election talks!",,4,30.203470370858327,-97.6685256,1658205669,2022,7,18,23,41,9,True,sunny,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.2,0.68
514,63304.0,38510,160551,160551,64704,https://twitter.com/mikecher/status/1549179682842607617,@mikecher,2022-07-18T23:49:53.000Z,"Yeah, let’s talk about Hunter Biden some more. That seems important—WHILE THE PLANET IS LITERALLY MELTING!",,1,30.32344508,-97.75698021,1658206193,2022,7,18,23,49,53,True,melting,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.8,0.3595
517,63129.0,38858,160376,160376,64529,https://twitter.com/vnvbel/status/1549461623118696451,@vnvbel,2022-07-19T18:30:13.000Z,i’m so over this heat lmao,,21,30.32344508,-97.75698021,1658273413,2022,7,19,18,30,13,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.2,0.5994
520,63080.0,38913,160327,160327,64480,https://twitter.com/dougbies/status/1549467507026796547,@dougbies,2022-07-19T18:53:36.000Z,I wish I loved anything as much as people love complaining about how hot it is outside,,5,30.32344508,-97.75698021,1658274816,2022,7,19,18,53,36,True,hot,,,,484530011021,484530012004.0,484530011023.0,,,,0.4164089867169249,0.4116373015987981,0.1719537116842535,,,,0.6,0.875
523,62851.0,39160,160098,160098,64251,https://twitter.com/AlyssaNicole44/status/1549490899675222019,@AlyssaNicole44,2022-07-19T20:26:33.000Z,Why am I burning my tongue with a London Fog at 3:30 pm in July? Everything I want and enjoy is painful!,,2,30.32344508,-97.75698021,1658280393,2022,7,19,20,26,33,True,burn,,,,484530011021,484530012004.0,484530011023.0,,,,0.4164089867169249,0.4116373015987981,0.1719537116842535,,,,0.1,0.2244
526,,39247,7148,7148,1400,https://twitter.com/TreeFiftyFour/status/1549500704934531072,@TreeFiftyFour,2022-07-19T21:05:31.000Z,"Not many people think Tea when it comes to romance  What’s better than connecting with a partner over a warm cup of tea loaded with Herbal Aphrodisiacs??

Herbs boosting stamina, endurance, sensuality, & blood flow all in one soothing Herbal Blend. Feel your Love Buzz",,,30.35605439,-97.9800334,1658282731,2022,7,19,21,5,31,True,warm,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.6,0.9575
533,,39694,335816,335816,305,https://twitter.com/BeckReit/status/1549556699169685504,@BeckReit,2022-07-20T00:48:01.000Z,Headed to a happy hour with a bunch of young Women #Commercialrealestate brokers.  Just found out we are sitting outside.  They said dress “breezy” - I’ll be in my Mrs. Roper Moo-Moo #TexasInferno #SummerHeat,,8,30.266416628667155,-97.73789426,1658296081,2022,7,20,0,48,1,True,heat,,,,484530023211,484530023253.0,484530023252.0,,,,0.5806740301102089,0.3998011897088963,0.0195247801808753,,,,0.8,0.5719
535,2332.0,39738,291009,291009,2332,https://twitter.com/djsana13/status/1549586812703760385,@djsana13,2022-07-20T02:47:40.000Z,"Survived todays heat! Getting conditioned for this TEXAS HEAT!    @avillasana143 @yourfavoriteariel_ @kikahrtbrkrleo #fitness44 #workout #atx #atxlife #atxlifestyle #texasheat @ Austin, Texas",,1,30.26743969816756,-97.75048452,1658303260,2022,7,20,2,47,40,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,2.0,0.5972
537,,39855,71525,71525,34,https://twitter.com/elperritoatx/status/1549793378992238593,@elperritoatx,2022-07-20T16:28:29.000Z,"Unfortunately we won’t be open for lunch today Mi gente but will be open for dinner tonight  come and try a new favorite and make sure y’all are hydrating in this heat 
730 w stassney 
5-9 pm 
http://elperritoatx.com",,,30.21000259177822,-97.78360083,1658352509,2022,7,20,16,28,29,True,heat,,,,484530454002,484530454001.0,,,,,0.9822600281345266,0.017739972,,,,,3.0,0.7391
540,,39968,7105,7105,1357,https://twitter.com/Gen3D_Tech/status/1549819769129500674,@Gen3D_Tech,2022-07-20T18:13:21.000Z,"They complained that 50f was too hot.  They was still too cold for me, but I was pretty skinny and a lot of people up there have more insulation you might say.",,2,30.35605439,-97.9800334,1658358801,2022,7,20,18,13,21,True,hot,,,,484530369003,484530331003.0,484530336002.0,484530331002.0,,,0.904258218410438,0.05112875,0.04123876590092,0.003374266,,,1.1,0.5346
541,62322.0,39970,159569,159569,63722,https://twitter.com/dougbies/status/1549820156758708232,@dougbies,2022-07-20T18:14:54.000Z,"I drink coffee out in the 103 degree heat, just to feel alive",,4,30.32344508,-97.75698021,1658358894,2022,7,20,18,14,54,True,degree,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.6,0.3818
543,62177.0,40136,159424,159424,63577,https://twitter.com/F9h1d/status/1549837041072050176,@F9h1d,2022-07-20T19:21:59.000Z,It is so hot in TX,,1,30.32344508,-97.75698021,1658362919,2022,7,20,19,21,59,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.8,0.5418
545,,40209,63420,63420,427,https://twitter.com/deliaroma8/status/1549844494253756417,@deliaroma8,2022-07-20T19:51:36.000Z,Did you know it is God who made the AXT.  He didn’t make them heat up to high temperature because the weather is already too hot,,,30.27502944144348,-97.79000214,1658364696,2022,7,20,19,51,36,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.4,0.2732
547,,40214,63419,63419,426,https://twitter.com/deliaroma8/status/1549844800354009088,@deliaroma8,2022-07-20T19:52:49.000Z,Nobody can stand the high temperature of moxibustion  in this super hot weather,,,30.27502944144348,-97.79000214,1658364769,2022,7,20,19,52,49,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.4,0.6833
549,61937.0,40424,159184,159184,63337,https://twitter.com/SunRadioTX/status/1549863516236128256,@SunRadioTX,2022-07-20T21:07:11.000Z,Hi Regan! The show tonight has been cancelled due to the heat. You can still make a donation to Sun Radio here: https://secure.donationpay.org/sunradio/christmasinjuly.php…. Thank you!,,1,30.32344508,-97.75698021,1658369231,2022,7,20,21,7,11,True,heat,,,,484530011022,484530011032.0,484530011012.0,484530011011.0,,,0.4244862006366536,0.3457481925273618,0.1460007911251315,0.083764816,,,0.8,0.2695
550,61790.0,40593,159037,159037,63190,https://twitter.com/jndevereux/status/1549880304097284098,@jndevereux,2022-07-20T22:13:54.000Z,"TBH I wouldn’t object if MLS switched to a normal fall-to-spring fútbol schedule that syncs with the FIFA calendar, but also you can definitely play and support in this heat with water breaks for players and hydration for the fans. (And night games, obvs.)",,1,30.32344508,-97.75698021,1658373234,2022,7,20,22,13,54,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.5,0.8807
551,61732.0,40660,158979,158979,63132,https://twitter.com/ARouder/status/1549886351079866372,@ARouder,2022-07-20T22:37:56.000Z,Buzz surrounding the program is such a nice change of pace. Let’s build something in the Desert. ,,,30.32344508,-97.75698021,1658374676,2022,7,20,22,37,56,True,desert,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.3,0.4215
555,,40952,61730,61730,14,https://twitter.com/markuspacal/status/1549927212924604417,@markuspacal,2022-07-21T01:20:18.000Z,"Just the local green lizard grabbing some agua from our bird bath a couple weeks ago due to the intense heat.

Yeah, still frickin’ hot. Drink up son, drink up. @ Spyglass-Bartons Bluff, Austin https://instagram.com/p/CgQXJ3YNBs3/?igshid=YTgzYjQ4ZTY=…",,,30.260627096781672,-97.79377951,1658384418,2022,7,21,1,20,18,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.4,0.3612
560,61347.0,41315,158594,158594,62747,https://twitter.com/slenderbodies/status/1550195968158715910,@slenderbodies,2022-07-21T19:08:14.000Z,u ever just burn the shit out of ur nose bc u left ur sunglasses in the sun in 105 degree weather,,21,30.32344508,-97.75698021,1658448494,2022,7,21,19,8,14,True,burn,,,,484530011021,484530012004.0,484530011023.0,,,,0.4164089867169249,0.4116373015987981,0.1719537116842535,,,,0.1,0.6124
561,61286.0,41386,158533,158533,62686,https://twitter.com/iotexan/status/1550202183014121474,@iotexan,2022-07-21T19:32:56.000Z,"My grass is currently hotter than my street top 

#TexasDrought #NeedRain ",,10,30.32344508,-97.75698021,1658449976,2022,7,21,19,32,56,True,drought,,,,484530370002,484530366002.0,,,,,0.7917538897224634,0.2082461102776162,,,,,0.9,0.2023
562,,41438,435772,435772,268,https://twitter.com/djeremydemar/status/1550207546706780162,@djeremydemar,2022-07-21T19:54:15.000Z,"Can't wait to get home where it's a cool 89 degrees - LOL!
@NGA911co",,,30.203470370858327,-97.6685256,1658451255,2022,7,21,19,54,15,True,degree,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.7,0.729
564,61089.0,41612,158336,158336,62489,https://twitter.com/kevinthecale/status/1550222447366004736,@kevinthecale,2022-07-21T20:53:27.000Z,"All the homies wearing cut off shirts now. Love that shit. It’s too hot to be self conscious. 

Shouts out to 
@NominAndy
 for giving me the strength.",,12,30.32344508,-97.75698021,1658454807,2022,7,21,20,53,27,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.1,0.6249
566,61050.0,41659,158297,158297,62450,https://twitter.com/austoniatweets/status/1550226555254849537,@austoniatweets,2022-07-21T21:09:47.000Z,that airport is working overtime to save us from this heat https://austonia.com/austin-flights-california-florida-spots…,,1,30.32344508,-97.75698021,1658455787,2022,7,21,21,9,47,True,heat,,,,484530011021,484530012004.0,484530011023.0,,,,0.4164089867169249,0.4116373015987981,0.1719537116842535,,,,0.6,0.4939
572,60833.0,41920,158080,158080,62233,https://twitter.com/garrettn/status/1550252528062922757,@garrettn,2022-07-21T22:52:59.000Z,"@lukerehmann
 Hi, Luke. Nice to meet you at Mozcon. I’m really missing Seattle weather right now.",,1,30.32344508,-97.75698021,1658461979,2022,7,21,22,52,59,True,weather,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.5,0.079
574,,42147,17,17,1,https://twitter.com/Nimocks/status/1550308165279006720,@Nimocks,2022-07-22T02:34:04.000Z,A medium bodied brew follows the crispy tart nose. A profile of sweet blended fruit stands on a sour spine that peaks with slight effervescence before being crushed into a tounge tingling mouthwatering dry tongue finish. Pa... (Salty Pirate),,,30.33455416,-98.12620198,1658475244,2022,7,22,2,34,4,True,dry,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.1,0.0516
576,,42234,407609,407609,1546,https://twitter.com/dburton57/status/1550477957889679361,@dburton57,2022-07-22T13:48:46.000Z,"This, pretty well, sums up how hot it's been here in Central Texas",,,30.44635585773107,-97.68507697,1658515726,2022,7,22,13,48,46,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.3,0.6486
578,60364.0,42676,157611,157611,61764,https://twitter.com/PatrickMoorhead/status/1550577850339790853,@PatrickMoorhead,2022-07-22T20:25:42.000Z,Hard me to trust any “climate experts” on both sides.,,1,30.32344508,-97.75698021,1658539542,2022,7,22,20,25,42,True,climate,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.9,0.4404
579,60318.0,42729,157565,157565,61718,https://twitter.com/grizzybear27/status/1550583001188286464,@grizzybear27,2022-07-22T20:46:10.000Z,"In other news ,today has been a great day weather wise. The highest its been is 98 and you feel that difference compared to the 100's starting at 10am. I want to do all the outside things.",,3,30.32344508,-97.75698021,1658540770,2022,7,22,20,46,10,True,weather,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.1,0.8176
580,60237.0,42824,157484,157484,61637,https://twitter.com/KindergartenWu/status/1550590836123078658,@KindergartenWu,2022-07-22T21:17:18.000Z,"What did we do to celebrate the summer heat in Texas? Find a place that has lots of fresh made ice cream! #twehowl ⁦
@TWEHowl
⁩",,13,30.32344508,-97.75698021,1658542638,2022,7,22,21,17,18,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.6,0.7424
582,60193.0,42876,157440,157440,61593,https://twitter.com/Nick_Spiller/status/1550594554574905344,@Nick_Spiller,2022-07-22T21:32:05.000Z,Another benefit of Texas heat: leave your coffee in your car all day and it’s still warm when you return!,,5,30.32344508,-97.75698021,1658543525,2022,7,22,21,32,5,True,heat,,,,484530369003,484530331003.0,484530336002.0,484530331002.0,,,0.904258218410438,0.05112875,0.04123876590092,0.003374266,,,0.4,0.6114
584,60079.0,43009,157326,157326,61479,https://twitter.com/_ruhhkelll/status/1550604248920064003,@_ruhhkelll,2022-07-22T22:10:36.000Z,We sang out little hearts out  lmao it was intense,,,30.32344508,-97.75698021,1658545836,2022,7,22,22,10,36,True,intense,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.6,0.8378
585,,43088,354941,354941,57,https://twitter.com/Brandon_Catron/status/1550610091270864901,@Brandon_Catron,2022-07-22T22:33:49.000Z,Perfect weather for a walk. #atx,,1,30.24741817294089,-97.73273685,1658547229,2022,7,22,22,33,49,True,weather,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.4,0.5719
591,59547.0,43842,156794,156794,60947,https://twitter.com/deliaroma8/status/1550922816652038149,@deliaroma8,2022-07-23T19:16:28.000Z,Need a humidifier with cooling oils to bring the temp down in air conditioning with fan on,,,30.32344508,-97.75698021,1658621788,2022,7,23,19,16,28,True,cooling,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.4,0.3182
592,59523.0,43875,156770,156770,60923,https://twitter.com/tjohnson1960/status/1550925437727039489,@tjohnson1960,2022-07-23T19:26:53.000Z,We are 99 also. But we have had days in the last few weeks over 110. Un-fuckin believable So glad climate change is a hoax,,,30.32344508,-97.75698021,1658622413,2022,7,23,19,26,53,True,climate,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.0,0.5646
594,59031.0,44457,156278,156278,60431,https://twitter.com/DuskySprngfield/status/1550984167252426752,@DuskySprngfield,2022-07-23T23:20:16.000Z,I like taking pictures of people outside when I would no way be out in that heat ,,7,30.32344508,-97.75698021,1658636416,2022,7,23,23,20,16,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.9,0.0772
597,58952.0,44547,156199,156199,60352,https://twitter.com/lukemetzger/status/1550994064060940290,@lukemetzger,2022-07-23T23:59:35.000Z,We'll definitely need to increase the pace even further to meet our climate goals.,,1,30.32344508,-97.75698021,1658638775,2022,7,23,23,59,35,True,climate,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.2,0.6124
599,,44585,449870,449870,1,https://twitter.com/INTERNETFAMOUSx/status/1551019221726818304,@INTERNETFAMOUSx,2022-07-24T01:39:33.000Z,"Thank you 
@HeatwaveTour
 Outdoor Stage Was Rockin  Thanks for keeping it cool in the heat  

Off to 
@AuraLoungeATX
 10PM-3AM rest of the night come join  
#HeatWave #InternetFamous #CustomSounds",,1,30.29504567,-97.62406724,1658644773,2022,7,24,1,39,33,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.3,0.836
601,59003.0,44853,235848,235848,62810,https://twitter.com/MakeItRainShane/status/1551274098705195008,@MakeItRainShane,2022-07-24T18:32:21.000Z,The official high is recorded by the NWS for the climate site at Camp Mabry. There are some cases where the temp only increases briefly and can be easily missed (we sometimes don’t even see it in the weather center). The official high is posted by the end of each day.,,,30.324330149333107,-97.75516751,1658705541,2022,7,24,18,32,21,True,climate,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.3,0.0516
603,58828.0,44902,156075,156075,60228,https://twitter.com/512Derek/status/1551279220424318977,@512Derek,2022-07-24T18:52:42.000Z,"@DutchBros
 Gotta cool off in the Texas heat  #sundayvibes",,,30.32344508,-97.75698021,1658706762,2022,7,24,18,52,42,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.1,0.3182
604,58738.0,45012,155985,155985,60138,https://twitter.com/adrianknows_/status/1551291954364809216,@adrianknows_,2022-07-24T19:43:18.000Z,I didn’t miss the ATX weather though lmao,,4,30.32344508,-97.75698021,1658709798,2022,7,24,19,43,18,True,weather,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.8,0.5106
605,,45047,6982,6982,1234,https://twitter.com/JohnBrecht8/status/1551295737962676225,@JohnBrecht8,2022-07-24T19:58:20.000Z,"Why make this political, a left view? The main case for Zero Emission Vehicles is simply breathable air in heavily populated areas. That is the reason for mandates covering 45% of the Auto market. Global warming is a secondary issue. Both affect us all. Economically, MSR, MOLTEX!",,,30.35605439,-97.9800334,1658710700,2022,7,24,19,58,20,True,warm,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.2,0.2244
606,58684.0,45078,155931,155931,60084,https://twitter.com/Carterology/status/1551298643944083456,@Carterology,2022-07-24T20:09:53.000Z,A shock to the team culture could be serious. The new talent is clearly bringing the heat but can they match the mind frame? If not how long will it take em to catch on?,,,30.32344508,-97.75698021,1658711393,2022,7,24,20,9,53,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.3,0.2869
608,58640.0,45126,155887,155887,60040,https://twitter.com/sccs/status/1551302717666107392,@sccs,2022-07-24T20:26:04.000Z,"My blinds are mostly closed, but the AC is set for 78°. 

But I'm a swamp lizard. I kinda like it warmer. 
You learn to live with it.",,,30.32344508,-97.75698021,1658712364,2022,7,24,20,26,4,True,warm,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.1,0.6387
609,58598.0,45173,155845,155845,59998,https://twitter.com/himbo_urbanist/status/1551307822054490114,@himbo_urbanist,2022-07-24T20:46:21.000Z,"Narrow, tree-shaded, consistent street wall; it's both comforting and interesting to walk or bike through. Also brick is just the aesthetic peak of architecture",,,30.32344508,-97.75698021,1658713581,2022,7,24,20,46,21,True,shade,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,,0.6597
611,58517.0,45259,155764,155764,59917,https://twitter.com/nylar357/status/1551316075366825986,@nylar357,2022-07-24T21:19:09.000Z,There's a lot of smoke emanating from the Austin southpark Meadows Mall I live kind of right across the street and there's a huge fire obviously huge fire going on multiple Police department sound like they're involved but it's burning and from the map.,,4,30.32344508,-97.75698021,1658715549,2022,7,24,21,19,9,True,burn,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.5,0.1655
613,58310.0,45491,155557,155557,59710,https://twitter.com/MakeItRainShane/status/1551341365438648321,@MakeItRainShane,2022-07-24T22:59:38.000Z,We reached a high of 105° at Camp Mabry this afternoon. This ties the daily heat record. ,,34,30.32344508,-97.75698021,1658721578,2022,7,24,22,59,38,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.3,0.1027
614,58248.0,45563,155495,155495,59648,https://twitter.com/shitlorenz0says/status/1551346131665358848,@shitlorenz0says,2022-07-24T23:18:35.000Z,Gonna get ready to bike the lake in this heat ,,1,30.32344508,-97.75698021,1658722715,2022,7,24,23,18,35,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.1,0.3612
616,57810.0,46194,155057,155057,59210,https://twitter.com/AdisonHaager/status/1551659567691534336,@AdisonHaager,2022-07-25T20:04:04.000Z,Sweating for sure. And currently doing just that in this Texas heat,,2,30.32344508,-97.75698021,1658797444,2022,7,25,20,4,4,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.1,0.3182
617,57809.0,46195,155056,155056,59209,https://twitter.com/TexasCowboy4200/status/1551659672419110912,@TexasCowboy4200,2022-07-25T20:04:29.000Z,"@PelicanProducts
 how can get all my pelican case labels? Case 1550, iM2950, etc…my pelican case labels does not stay stick with HOT Texas weather.  Pls advise!",,,30.32344508,-97.75698021,1658797469,2022,7,25,20,4,29,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,2.0,0.1511
619,57798.0,46208,155045,155045,59198,https://twitter.com/ChaseQB11/status/1551661397615968256,@ChaseQB11,2022-07-25T20:11:20.000Z,"The hotter the better 
Rose Bowl Ready 
UCF WR 
@RyanOKeefe23
 Pro Ready
@ChuxNwabukoIII
 Born Ready
@ChuxSpeed
 aww ready
#BE11EVE  #Still",,29,30.32344508,-97.75698021,1658797880,2022,7,25,20,11,20,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.6,0.8979
621,,46494,6960,6960,1212,https://twitter.com/JohnBrecht8/status/1551688547870064640,@JohnBrecht8,2022-07-25T21:59:13.000Z,"How are the Austin Energy wind turbines in west Texas not increasing the temperatures in Austin as all those imported Kwhs are used to run Austin’s AC, thus making the outside temps in Austin even higher? It may safe Co2 but Austin is still 
Hotter! Isn’t local wind use better?",,,30.35605439,-97.9800334,1658804353,2022,7,25,21,59,13,True,hot,,,,484530311002,,,,,,1.0000000000000002,,,,,,1.2,0.7907
622,57412.0,46649,154659,154659,58812,https://twitter.com/MakeItRainShane/status/1551701503186018306,@MakeItRainShane,2022-07-25T22:50:42.000Z,"Historically, our hottest month of the year is August. So it’s safe to assume we have the potential to be even warmer next month.",,2,30.32344508,-97.75698021,1658807442,2022,7,25,22,50,42,True,hot,,,,484530423001,484530455002.0,484530430001.0,,,,0.7081348230224643,0.1853031634492861,0.1065620135282428,,,,0.3,0.6573
624,2119.0,47037,290796,290796,2119,https://twitter.com/bishopojeda/status/1552000347803193345,@bishopojeda,2022-07-26T18:38:12.000Z,"Water heater problems. No problem for us !!! Call us to make sure your water heater is safe for your household. @confidence_plumbing  512-293-9813 @ Austin, Texas https://instagram.com/p/CgfF57LLE-1/?igshid=YTgzYjQ4ZTY=…",,,30.26743969816756,-97.75048452,1658878692,2022,7,26,18,38,12,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.6,0.6842
626,,47116,6943,6943,1195,https://twitter.com/JohnBrecht8/status/1552007600069304323,@JohnBrecht8,2022-07-26T19:07:01.000Z,"Exactly! Add to that barrel all the energy, NG & electricity imported into the cities thermal sphere. It results in the + 1-3 deg F we see on the forecast of temperatures every day & night. Cities are just warmer than surrounding country areas. It is like one giant campfire! TJ",,,30.35605439,-97.9800334,1658880421,2022,7,26,19,7,1,True,thermal,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.2,0.7494
628,56989.0,47319,154236,154236,58389,https://twitter.com/i__am__aka/status/1552026161303064577,@i__am__aka,2022-07-26T20:20:46.000Z,Love passing “dual motoooor” tezzlas on the freeway burning 93 octane ,,7,30.32344508,-97.75698021,1658884846,2022,7,26,20,20,46,True,burn,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.1,0.6597
