,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,link,username,datetime,tweet_text,impressions,likes,longitude,latitude,field_1,timestamp,year,month,day,hour,minute,second,contains_keyword,keyword
26645,26645,169349,169349,73502,https://twitter.com/Sethersk82/status/1545535425791549441,@Sethersk82,2022-07-08T22:28:54.000Z,It’s somewhat insane the % of people I work with who have terminal degrees. The way most of them can articulate things that I can’t even think of makes me feel lucky and also like damn yo.,,2,30.323445077994,-97.75698020848782,72102.0,1657337334.0,2022,7,8,22,28,54,True,degree
26686,26686,169309,169309,73462,https://twitter.com/ChuxSpeed/status/1545537085033136128,@ChuxSpeed,2022-07-08T22:35:30.000Z,"Bringing the heat! 
• 
@BattsBryson
 
• 
@AustinMaroonFB
 
• RB/ slot
• c/o 2025
#ItsFunBeingFast | http://ChuxSpeed.com",,13,30.323445077994,-97.75698020848782,72062.0,1657337730.0,2022,7,8,22,35,30,True,heat
26693,26693,169305,169305,73458,https://twitter.com/ikarl__/status/1545537357281099776,@ikarl__,2022-07-08T22:36:35.000Z,kind of a good idea https://twitter.com/hot4trotsky/status/1544874553918226433…,,2,30.323445077994,-97.75698020848782,72058.0,1657337795.0,2022,7,8,22,36,35,True,hot
26710,26710,169289,169289,73442,https://twitter.com/AYoungump/status/1545538713937231872,@AYoungump,2022-07-08T22:41:58.000Z,Texas heat sucks,,11,30.323445077994,-97.75698020848782,72042.0,1657338118.0,2022,7,8,22,41,58,True,heat
26749,26749,169258,169258,73411,https://twitter.com/ChrisMosser/status/1545541771203059724,@ChrisMosser,2022-07-08T22:54:07.000Z,It's not that hot,,1,30.323445077994,-97.75698020848782,72011.0,1657338847.0,2022,7,8,22,54,7,True,hot
26751,26751,169257,169257,73410,https://twitter.com/drewenyafan/status/1545541830036623360,@drewenyafan,2022-07-08T22:54:21.000Z,almost died of a heat stroke who would have been mad,,1,30.323445077994,-97.75698020848782,72010.0,1657338861.0,2022,7,8,22,54,21,True,heat
26755,26755,169253,169253,73406,https://twitter.com/joespeezy/status/1545542006205718532,@joespeezy,2022-07-08T22:55:03.000Z,"I hadn’t until this year. Game changing. 

Hot matcha with almond milk and vanilla. You won’t regret it.

Coffee makes me jittery and matcha is smooth ",,1,30.323445077994,-97.75698020848782,72006.0,1657338903.0,2022,7,8,22,55,3,True,hot
26759,26759,169250,169250,73403,https://twitter.com/B_MoneyNFT/status/1545542278470590470,@B_MoneyNFT,2022-07-08T22:56:08.000Z,Very tropical color scheme ,,,30.323445077994,-97.75698020848782,72003.0,1657338968.0,2022,7,8,22,56,8,True,tropic
26765,26765,169244,169244,73397,https://twitter.com/ChilledOnTheRox/status/1545542463481294850,@ChilledOnTheRox,2022-07-08T22:56:52.000Z,It’s the first time ever im stuck at a bar because it’s too hot outside…its 102!!! 108 with humidity,,,30.323445077994,-97.75698020848782,71997.0,1657339012.0,2022,7,8,22,56,52,True,hot
26825,26825,169190,169190,73343,https://twitter.com/OnlyTreyLew/status/1545546991245164546,@OnlyTreyLew,2022-07-08T23:14:52.000Z,Def the shades ,,,30.323445077994,-97.75698020848782,71943.0,1657340092.0,2022,7,8,23,14,52,True,shade
26889,26889,76796,76796,56,https://twitter.com/taylorwrenmarie/status/1545551746084356096,@taylorwrenmarie,2022-07-08T23:33:45.000Z,The sunburn was worth it  @ Barton Springs Pool https://instagram.com/p/CfxRa3QLKi1/?igshid=YTgzYjQ4ZTY=…,,3.0,30.264035208714137,-97.77213269754732,,1657341225.0,2022,7,8,23,33,45,True,burn
26914,26914,169106,169106,73259,https://twitter.com/AustinERdoc/status/1545554475766943745,@AustinERdoc,2022-07-08T23:44:36.000Z,"Them climate change chickens is comin’ home to roost, ya’ll",,4,30.323445077994,-97.75698020848782,71859.0,1657341876.0,2022,7,8,23,44,36,True,climate
26921,26921,169099,169099,73252,https://twitter.com/TXTOWNS/status/1545555089263398922,@TXTOWNS,2022-07-08T23:47:02.000Z,"#ForSale #Home #RealEstate #TXTOWNS
166 Bar T, Florence, TX  --  $950K
'07, 4Bed/3Bath w/ loft, 2881 sq ft

Off-grid potential: 5+ ac, low tax rate, wildlife tax exemption, mother-in-law suite, wet weather pond, 
@GeorgetownISD
, straight out Williams DR from downtown 
@georgetowntx",,,30.323445077994,-97.75698020848782,71852.0,1657342022.0,2022,7,8,23,47,2,True,weather
26938,26938,169084,169084,73237,https://twitter.com/JawsThemeLQDTY/status/1545557646161453059,@JawsThemeLQDTY,2022-07-08T23:57:12.000Z,"Fellow Aggie here 
I promise Coach Joni Taylor is going to have 
@AggieWBB
 rockin and rollin this coming season. Go out to a game if you have a chance. Aggie baseball is great but the weather is perfect in 
@ReedArena
 100% of the time ",,1,30.323445077994,-97.75698020848782,71837.0,1657342632.0,2022,7,8,23,57,12,True,weather
26965,26965,435813,435813,309,https://twitter.com/ElisabethMKing/status/1545566892659802114,@ElisabethMKing,2022-07-09T00:33:57.000Z,"Had a great time visiting friends and family in Texas this week, but this incredible piece of art displayed at the Austin-Bergstrom Airport is absolutely correct: “Texas gon burn yo face off.”",,4.0,30.203470370858327,-97.66852560302628,,1657344837.0,2022,7,9,0,33,57,True,burn
26984,26984,89408,89408,132,https://twitter.com/TexasFancyBoots/status/1545578980681699332,@TexasFancyBoots,2022-07-09T01:21:59.000Z,"Smoked salmon over flaming vanilla beans. Dressed with edible flowers and topped with a light, tart raspberry sauce.",,1.0,30.25674976996273,-97.76502217637773,,1657347719.0,2022,7,9,1,21,59,True,flaming
26992,26992,324781,324781,86,https://twitter.com/AustinRowing/status/1545583864160329729,@AustinRowing,2022-07-09T01:41:23.000Z,Gonna be hot-hot-hot this weekend! Come on down to the boathouse & cool off on #ladybirdlake,,4.0,30.259233632369583,-97.74158678306154,,1657348883.0,2022,7,9,1,41,23,True,hot
27024,27024,89401,89401,125,https://twitter.com/TexasFancyBoots/status/1545597020777373697,@TexasFancyBoots,2022-07-09T02:33:40.000Z,"Best course yet; wagyu beef on a hot stone. Legit the best wagyu I’ve ever had.

It’s essentially raw beef that melts in your mouth.

Worth the price of admission.",,3.0,30.25674976996273,-97.76502217637773,,1657352020.0,2022,7,9,2,33,40,True,hot
27032,27032,89400,89400,124,https://twitter.com/TexasFancyBoots/status/1545602597180022786,@TexasFancyBoots,2022-07-09T02:55:49.000Z,"And the piece de resistance;

Seared foie gras with an almond sliver and dark chocolate, paired with an 8 year aged sake.",,1.0,30.25674976996273,-97.76502217637773,,1657353349.0,2022,7,9,2,55,49,True,sear
27034,27034,67063,67063,2,https://twitter.com/cyclebri/status/1545602995047567360,@cyclebri,2022-07-09T02:57:24.000Z,Our hibiscus likes the hot weather! @ Onion Creek https://instagram.com/p/CfxouhOua7nUmJEC8cv1kQiTUnbNfybf-I5Pto0/?igshid=YTgzYjQ4ZTY=…,,,30.14238496741326,-97.78982584374448,,1657353444.0,2022,7,9,2,57,24,True,hot
27057,27057,43431,43431,2,https://twitter.com/djsana13/status/1545658303707054081,@djsana13,2022-07-09T06:37:11.000Z,"Friday Night Shenanigans! @parlayhousebaratx @avillasana143 @fitabulous_rose @mispris_atx 
@warmachine89
 @danialiciia #atx #atxlife #atxlifestyle #texas #austintexas @ Parlay House Bar",,,30.16712051232085,-97.83089324303744,,1657366631.0,2022,7,9,6,37,11,True,warm
27108,27108,76793,76793,53,https://twitter.com/Mr_JCE/status/1545789147247509504,@Mr_JCE,2022-07-09T15:17:06.000Z,"It’s gonna be 107° today… perfect day to finally check Barton Springs pool off the bucket list.  Forecast: http://cbsaustin.com/weather 
@cbsaustin",,14.0,30.264035208714137,-97.77213269754732,,1657397826.0,2022,7,9,15,17,6,True,weather
27201,27201,169037,169037,73190,https://twitter.com/gilbs8402/status/1545829208307400706,@gilbs8402,2022-07-09T17:56:18.000Z,"It was a hot one  but we made the most of it. #legends vaca is a wrap! 

#jackrabbits for life  
#investmentinhappiness",,3,30.323445077994,-97.75698020848782,71790.0,1657407378.0,2022,7,9,17,56,18,True,hot
27248,27248,168996,168996,73149,https://twitter.com/BTInsuranceCEO/status/1545833789343006723,@BTInsuranceCEO,2022-07-09T18:14:30.000Z,Pray for my people https://twitter.com/unlimitedshadez/status/1545777278680023040…,,1,30.323445077994,-97.75698020848782,71749.0,1657408470.0,2022,7,9,18,14,30,True,shade
27302,27302,168945,168945,73098,https://twitter.com/zoforaustin/status/1545837879905091589,@zoforaustin,2022-07-09T18:30:45.000Z,"It's a beautiful weekend to canvass in Cherrywood 

Team Zo talked to hundreds of voters today about housing affordability, public transit and climate change!",,11,30.323445077994,-97.75698020848782,71698.0,1657409445.0,2022,7,9,18,30,45,True,climate
27323,27323,168925,168925,73078,https://twitter.com/3snow_p7im/status/1545840539945279493,@3snow_p7im,2022-07-09T18:41:19.000Z,That impressive... and kinda hot lol,,,30.323445077994,-97.75698020848782,71678.0,1657410079.0,2022,7,9,18,41,19,True,hot
27345,27345,168904,168904,73057,https://twitter.com/musicmaker67/status/1545842333723365378,@musicmaker67,2022-07-09T18:48:27.000Z,"On one hand, I’m a bit bummed that I don’t have any gigs this weekend. OTOH, some of my fellow Austin musicians are reporting their outdoor gigs canceled due to extreme heat. It’s hotter than Beelzebub’s bunghole in a blast furnace. ",,,30.323445077994,-97.75698020848782,71657.0,1657410507.0,2022,7,9,18,48,27,True,heat
27350,27350,168899,168899,73052,https://twitter.com/musicmaker67/status/1545843158474448896,@musicmaker67,2022-07-09T18:51:44.000Z,Please send some not-fun this way. It’s hotter than Beelzebub’s bunghole in a blast furnace.,,1,30.323445077994,-97.75698020848782,71652.0,1657410704.0,2022,7,9,18,51,44,True,hot
27367,27367,344710,344710,22,https://twitter.com/n0tLiH/status/1545844671619878913,@n0tLiH,2022-07-09T18:57:44.000Z,"Today's chicken McNuggets were fresh, hot, crispy on the outside and fully cooked on the inside ",,,30.358405956294163,-97.73311047130014,,1657411064.0,2022,7,9,18,57,44,True,hot
27376,27376,168878,168878,73031,https://twitter.com/MakeItRainShane/status/1545845566705483777,@MakeItRainShane,2022-07-09T19:01:18.000Z,The Heat Advisory for tomorrow for a majority of the viewing area has officially been upgraded to an Excessive Heat Warning for Sunday afternoon.,,10,30.323445077994,-97.75698020848782,71631.0,1657411278.0,2022,7,9,19,1,18,True,heat
27394,27394,168866,168866,73019,https://twitter.com/jenah_jenah6/status/1545847861446950913,@jenah_jenah6,2022-07-09T19:10:25.000Z,"To whoever threw BBQ sauce on our car, I hope that both sides of your pillow is always warm and that you lose your right Airpod. Respectfully of course.",,12,30.323445077994,-97.75698020848782,71619.0,1657411825.0,2022,7,9,19,10,25,True,warm
27403,27403,168859,168859,73012,https://twitter.com/Preacher_Preach/status/1545849640137940993,@Preacher_Preach,2022-07-09T19:17:29.000Z,This Texas heat beating my ass,,,30.323445077994,-97.75698020848782,71612.0,1657412249.0,2022,7,9,19,17,29,True,heat
27415,27415,80833,80833,3,https://twitter.com/StevenRivas/status/1545850791046561792,@StevenRivas,2022-07-09T19:22:03.000Z,"The 
@austintexasgov
 cooling center in my neighborhood closes at 3pm amidst dire a HEAT ADVISORY & EXCESSIVE HEAT WARNING issued by 
@NWSSanAntonio
. 

Will it be cooler outside after three o’clock, 
@AustinHSEM
? 

Why are citywide cooling center’s closing early? #atxwx #savelives",,4,30.23604955308253,-97.77068079666522,,1657412523.0,2022,7,9,19,22,3,True,cooling
27439,27439,366312,366312,6,https://twitter.com/Supaa_Fupaa/status/1545853949558800384,@Supaa_Fupaa,2022-07-09T19:34:36.000Z,Y’all ever sit on a chair so hot it cooks your pussy ,,5.0,30.23655683643052,-97.72927639580136,,1657413276.0,2022,7,9,19,34,36,True,hot
27479,27479,407836,407836,1773,https://twitter.com/Thorpestheking/status/1545857605234483201,@Thorpestheking,2022-07-09T19:49:08.000Z,How do y'all keep from going crazy w/sustained heat out there?! This w/be 30th day this yr at/over 100° here in Austin ,,,30.44635585773107,-97.6850769652564,,1657414148.0,2022,7,9,19,49,8,True,heat
27509,27509,80832,80832,2,https://twitter.com/StevenRivas/status/1545861423611482119,@StevenRivas,2022-07-09T20:04:18.000Z,"Wow. Not good. It’s a “small town” mindset at COA… no crime or emergencies after 5pm Friday thru Monday morning; or heatwave after 3pm Sat & Sun.  

This weekend, that mentality could cost lives. 

We tell people in need to shelter-n-stay cool and then kick’em out at 3pm.",,1,30.23604955308253,-97.77068079666522,,1657415058.0,2022,7,9,20,4,18,True,heat
27514,27514,168765,168765,72918,https://twitter.com/WaterlooGW/status/1545861524237029384,@WaterlooGW,2022-07-09T20:04:42.000Z,"Kids (ages 5-14+) can participate in hands-on educational workshops and activities with Austin Parks Foundation, Austin Resource Recovery, GirlStart, The Parents Climate Community, and Austin Water – Wildland Conservation Division.

https://waterloogreenway.org/events/wild-wednesdays-botany/…",,,30.323445077994,-97.75698020848782,71518.0,1657415082.0,2022,7,9,20,4,42,True,climate
27573,27573,168715,168715,72868,https://twitter.com/SHBueche/status/1545865917254569984,@SHBueche,2022-07-09T20:22:10.000Z,"I just saw 2 birds huddling in the shade on a freeway overpass, it wasn’t even 2:00 yet but these birds were smart enough to seek shade!",,2,30.323445077994,-97.75698020848782,71468.0,1657416130.0,2022,7,9,20,22,10,True,shade
27594,27594,370519,370519,46,https://twitter.com/Jaejcecilia/status/1545867302188482560,@Jaejcecilia,2022-07-09T20:27:40.000Z,Delicious. So worth the indulgence.  #dessert #gelato #Heatwave2022,,,30.404329695452,-97.72350299006582,,1657416460.0,2022,7,9,20,27,40,True,heat
27602,27602,168694,168694,72847,https://twitter.com/MeredithonFOX7/status/1545868437318164480,@MeredithonFOX7,2022-07-09T20:32:10.000Z,"WARNING! The 
@NWS
 has issued an Excessive Heat Warning for the Central TX area from 1:00-8:00 tomorrow with temps hitting 108. 

Cooling center details 
@AustinHSEM
.",,5,30.323445077994,-97.75698020848782,71447.0,1657416730.0,2022,7,9,20,32,10,True,cooling
27610,27610,168686,168686,72839,https://twitter.com/BeckReit/status/1545868832266457088,@BeckReit,2022-07-09T20:33:45.000Z,Tomorrow we are hitting #MaxTemperatures In #ATX .  Come cool off at the Disco Fever Pool Party in #EastAustin and celebrat the birthday of #QueenOfEastAustin #DiscoInferno,,1,30.323445077994,-97.75698020848782,71439.0,1657416825.0,2022,7,9,20,33,45,True,fever
27621,27621,168678,168678,72831,https://twitter.com/JohnPrimer1/status/1545870092805758977,@JohnPrimer1,2022-07-09T20:38:45.000Z,Me & Jimmy Vaughan last night! I LOVE JIMMY!!! & AUSTIN!! I’ll be at Antone's TONIGHT!!! With Carl Weathersby & Lurrie Bell = THE CHICAGO KINGS!!! TONIGHT!!! Get your TICKETS NOW!!! http://antonesnightclub.com,,13,30.323445077994,-97.75698020848782,71431.0,1657417125.0,2022,7,9,20,38,45,True,weather
27668,27668,168642,168642,72795,https://twitter.com/deborific/status/1545873609469607937,@deborific,2022-07-09T20:52:44.000Z,"Beautiful! I do still have an assortment of collector plants that I pamper on my balcony. Beyond that, it's just a handful of tropicals that have managed to tough out my willful neglect. ",,,30.323445077994,-97.75698020848782,71395.0,1657417964.0,2022,7,9,20,52,44,True,tropic
27704,27704,168610,168610,72763,https://twitter.com/Texaspaleo/status/1545876549379006464,@Texaspaleo,2022-07-09T21:04:25.000Z,I bought a generator and solar panels specifically so I didn’t have to process any new friend applications,,,30.323445077994,-97.75698020848782,71363.0,1657418665.0,2022,7,9,21,4,25,True,solar
27765,27765,168554,168554,72707,https://twitter.com/Mr_JCE/status/1545881483709120516,@Mr_JCE,2022-07-09T21:24:01.000Z,Felt sooo good in this scorching heat ,,1,30.323445077994,-97.75698020848782,71307.0,1657419841.0,2022,7,9,21,24,1,True,heat
27796,27796,168525,168525,72678,https://twitter.com/ButtersKennedy/status/1545883905429045250,@ButtersKennedy,2022-07-09T21:33:38.000Z,It's hot in Austin y'all,,46,30.323445077994,-97.75698020848782,71278.0,1657420418.0,2022,7,9,21,33,38,True,hot
27830,27830,168495,168495,72648,https://twitter.com/ItsYaBoyMucho/status/1545887075718860802,@ItsYaBoyMucho,2022-07-09T21:46:14.000Z,Hot hot hot,,,30.323445077994,-97.75698020848782,71248.0,1657421174.0,2022,7,9,21,46,14,True,hot
28013,28013,168339,168339,72492,https://twitter.com/BIGJinLA/status/1545906569472364546,@BIGJinLA,2022-07-09T23:03:42.000Z,Goodness sakes. It's hot AF. #Austin,,,30.323445077994,-97.75698020848782,71092.0,1657425822.0,2022,7,9,23,3,42,True,hot
28014,28014,168338,168338,72491,https://twitter.com/Shotiimeee/status/1545906638946721792,@Shotiimeee,2022-07-09T23:03:58.000Z,Iono austin get HOT,,63,30.323445077994,-97.75698020848782,71091.0,1657425838.0,2022,7,9,23,3,58,True,hot
28025,28025,168328,168328,72481,https://twitter.com/zachattack_23/status/1545907795903537153,@zachattack_23,2022-07-09T23:08:34.000Z,Why did I take a vacation to Texas?! We are walking TOAST,,,30.323445077994,-97.75698020848782,71081.0,1657426114.0,2022,7,9,23,8,34,True,toast
28030,28030,168323,168323,72476,https://twitter.com/SaltyTesla/status/1545908225199013889,@SaltyTesla,2022-07-09T23:10:17.000Z,"All I ever burn in my 
@Tesla
 is some serious rubber & every ICE car driver who wants to race.",,1,30.323445077994,-97.75698020848782,71076.0,1657426217.0,2022,7,9,23,10,17,True,burn
28069,28069,168284,168284,72437,https://twitter.com/chrliegoodness/status/1545911397036527616,@chrliegoodness,2022-07-09T23:22:53.000Z,"104 out, FEELS LIKE 111  dude the humidity is no joke out here ",,,30.323445077994,-97.75698020848782,71037.0,1657426973.0,2022,7,9,23,22,53,True,humid
28081,28081,168273,168273,72426,https://twitter.com/GrackleOps/status/1545912183699243009,@GrackleOps,2022-07-09T23:26:00.000Z,Finlay coming in hottttt ,,1,30.323445077994,-97.75698020848782,71026.0,1657427160.0,2022,7,9,23,26,0,True,hot
28161,28161,168201,168201,72354,https://twitter.com/rendon_albert/status/1545918884900913158,@rendon_albert,2022-07-09T23:52:38.000Z,When I send this “” that mean be Hot and Ready,,,30.323445077994,-97.75698020848782,70954.0,1657428758.0,2022,7,9,23,52,38,True,hot
28290,28290,94680,94680,16,https://twitter.com/stefanilinn/status/1546110638992375808,@stefanilinn,2022-07-10T12:34:36.000Z,Some Like It Hot 100°+  @ Pecan Square Café https://instagram.com/p/Cf1PkwiujFJ/?igshid=YTgzYjQ4ZTY=…,,,30.27384076880619,-97.75940642697742,,1657474476.0,2022,7,10,12,34,36,True,hot
28343,28343,374186,374186,11,https://twitter.com/iwaspoisoned_/status/1546176817719017473,@iwaspoisoned_,2022-07-10T16:57:34.000Z,"Taco Bell - Austin, Texas - Ordered a black bean crunchwrap supreme late on the 4th. Got one with refried beans instead. ~8 hours later started feeling food poisoning symptoms w... Food Poisoning https://iwaspoisoned.com/i/gZ48Pk3 #tacobell #nausea #diarrhea #vomiting #fever",,,30.39258371029917,-97.7218530000814,,1657490254.0,2022,7,10,16,57,34,True,fever
28361,28361,95077,95077,3,https://twitter.com/cbriancpa/status/1546189382578851840,@cbriancpa,2022-07-10T17:47:30.000Z,Took a walk. Tried to beat the heat. We didn't beat it. I'm melting. It's just too ,,39.0,30.252187665730656,-97.75967863523525,,1657493250.0,2022,7,10,17,47,30,True,heat
28401,28401,168156,168156,72309,https://twitter.com/JenniL_KVUE/status/1546202063935250433,@JenniL_KVUE,2022-07-10T18:37:53.000Z,"Remember 
@austintexasgov
 opened cooling centers at some public libraries and other places around Austin. Please take care of yourself during this unbearable excessive heat. ",,12,30.323445077994,-97.75698020848782,70909.0,1657496273.0,2022,7,10,18,37,53,True,cooling
28434,28434,168128,168128,72281,https://twitter.com/shadyrudy/status/1546205570167984128,@shadyrudy,2022-07-10T18:51:49.000Z,Toasty! #atxwx #texas #atx #Weather,,1,30.323445077994,-97.75698020848782,70881.0,1657497109.0,2022,7,10,18,51,49,True,toast
28451,28451,168114,168114,72267,https://twitter.com/Legobro/status/1546206911212797953,@Legobro,2022-07-10T18:57:09.000Z,I’m staying home the rest of the day and play games. I need to stay cool. Because 107 degrees ain’t it.,,3,30.323445077994,-97.75698020848782,70867.0,1657497429.0,2022,7,10,18,57,9,True,degree
28452,28452,168113,168113,72266,https://twitter.com/ni4photo/status/1546206916451385346,@ni4photo,2022-07-10T18:57:10.000Z,"It's currently 105°, even the squirrels are hot.

Yes, he is in the shade and yes I gave him water!",,3,30.323445077994,-97.75698020848782,70866.0,1657497430.0,2022,7,10,18,57,10,True,hot
28469,28469,168097,168097,72250,https://twitter.com/farhanahmed/status/1546208185534619649,@farhanahmed,2022-07-10T19:02:13.000Z,"I think you are crashing and burning here, you should quit reasoning with me. I’m seriously disappointed in you.",,,30.323445077994,-97.75698020848782,70850.0,1657497733.0,2022,7,10,19,2,13,True,burn
28488,28488,356587,356587,13,https://twitter.com/the_robinism/status/1546210500001861640,@the_robinism,2022-07-10T19:11:25.000Z,This heat is offensive,,,30.324087697649084,-97.72994938293527,,1657498285.0,2022,7,10,19,11,25,True,heat
28498,28498,168074,168074,72227,https://twitter.com/SHBueche/status/1546211283376250882,@SHBueche,2022-07-10T19:14:31.000Z,Just a bit on the toasty side today in Central Texas!,,1,30.323445077994,-97.75698020848782,70827.0,1657498471.0,2022,7,10,19,14,31,True,toast
28499,28499,168073,168073,72226,https://twitter.com/the_robinism/status/1546211352255102982,@the_robinism,2022-07-10T19:14:48.000Z,"I'm in Texas and it's been YEARS since we've had temps, probably at least 15 or 25. It's 107 and not even the hottest part of the day. This heat is RUDE ",,1,30.323445077994,-97.75698020848782,70826.0,1657498488.0,2022,7,10,19,14,48,True,heat
28554,28554,316703,316703,95,https://twitter.com/nywxguy/status/1546216493989642240,@nywxguy,2022-07-10T19:35:14.000Z,"For cat’s sake it’s going to be a hot time 
@SciPyConf
 this week …",,5.0,30.28180606734867,-97.7430995290458,,1657499714.0,2022,7,10,19,35,14,True,hot
28588,28588,167995,167995,72148,https://twitter.com/grizzybear27/status/1546218685576216580,@grizzybear27,2022-07-10T19:43:56.000Z,"I'm going to create custom 
@Vans
 for my birthday . Just Tying to stay cool inside away from the inferno outside.",,1,30.323445077994,-97.75698020848782,70748.0,1657500236.0,2022,7,10,19,43,56,True,inferno
28606,28606,167978,167978,72131,https://twitter.com/taraMaustin/status/1546220302849478658,@taraMaustin,2022-07-10T19:50:22.000Z,it feels 111° hotter,,1,30.323445077994,-97.75698020848782,70731.0,1657500622.0,2022,7,10,19,50,22,True,hot
28637,28637,167950,167950,72103,https://twitter.com/lukemetzger/status/1546223987495141377,@lukemetzger,2022-07-10T20:05:00.000Z,#txclimate,,1,30.323445077994,-97.75698020848782,70703.0,1657501500.0,2022,7,10,20,5,0,True,climate
28642,28642,167945,167945,72098,https://twitter.com/lukemetzger/status/1546224242840199171,@lukemetzger,2022-07-10T20:06:01.000Z,#txclimate,,2,30.323445077994,-97.75698020848782,70698.0,1657501561.0,2022,7,10,20,6,1,True,climate
28652,28652,167937,167937,72090,https://twitter.com/Kmgtexas/status/1546225365818941451,@Kmgtexas,2022-07-10T20:10:29.000Z,Egads. So hot. My kid tried to convince me to drive her down t/block. Told her bc good reminder to care 4 environment & b grateful that we have a/c. I’m that mom now.,,1,30.323445077994,-97.75698020848782,70690.0,1657501829.0,2022,7,10,20,10,29,True,hot
28719,28719,167875,167875,72028,https://twitter.com/himehthaplug/status/1546231895112949762,@himehthaplug,2022-07-10T20:36:26.000Z,ITS SO FUCKING HOT HERE TO GOD DAMN IT,,,30.323445077994,-97.75698020848782,70628.0,1657503386.0,2022,7,10,20,36,26,True,hot
28731,28731,167863,167863,72016,https://twitter.com/DianaSpain/status/1546232747592663040,@DianaSpain,2022-07-10T20:39:49.000Z,"It's much too hot for strenuous activity. You made a wise choice, Your Majesty.",,1,30.323445077994,-97.75698020848782,70616.0,1657503589.0,2022,7,10,20,39,49,True,hot
28732,28732,167862,167862,72015,https://twitter.com/MakeItRainShane/status/1546232766492205056,@MakeItRainShane,2022-07-10T20:39:53.000Z,"With the temp at Camp Mabry officially hitting 110° this afternoon, today officially ranks within the hottest 7 days EVER in Austin on record. #txwx #atxwx",,57,30.323445077994,-97.75698020848782,70615.0,1657503593.0,2022,7,10,20,39,53,True,hot
28743,28743,167853,167853,72006,https://twitter.com/jaycastruita/status/1546233331938885632,@jaycastruita,2022-07-10T20:42:08.000Z,"Que conveniente que sea domingo y quieres pedir comida pero siempre son $50, pero te acuerdas que vives arriba del whole foods y su hotbar siempre esta delicioso por solo $9 ",,1,30.323445077994,-97.75698020848782,70606.0,1657503728.0,2022,7,10,20,42,8,True,hot
28755,28755,167844,167844,71997,https://twitter.com/conradstoll/status/1546234030869385216,@conradstoll,2022-07-10T20:44:55.000Z,"It’s currently 108 degrees, cloudy, and raining in Austin, TX. Feels about right.",,9,30.323445077994,-97.75698020848782,70597.0,1657503895.0,2022,7,10,20,44,55,True,degree
28783,28783,167823,167823,71976,https://twitter.com/LesRangelonFox7/status/1546235943547539457,@LesRangelonFox7,2022-07-10T20:52:31.000Z,Y’all stay safe out there! https://fox7austin.com/news/austin-travis-county-cooling-centers-heat-advisory…,,2,30.323445077994,-97.75698020848782,70576.0,1657504351.0,2022,7,10,20,52,31,True,cooling
28787,28787,167819,167819,71972,https://twitter.com/conradstoll/status/1546236075026382848,@conradstoll,2022-07-10T20:53:02.000Z,"Picked the hottest day of the year to do the most yard work we’ve done in at least a year. Yep, we’re badasses!",,26,30.323445077994,-97.75698020848782,70572.0,1657504382.0,2022,7,10,20,53,2,True,hot
28798,28798,469079,469079,29,https://twitter.com/docinaustin/status/1546237014185390080,@docinaustin,2022-07-10T20:56:46.000Z,"Bolognese is simmering. To be served with orecchiette @ Manor, Texas https://instagram.com/p/Cf2JCzPv-sx/?igshid=YTgzYjQ4ZTY=…",,,30.343063086476302,-97.5585309352494,,1657504606.0,2022,7,10,20,56,46,True,simmer
28801,28801,167808,167808,71961,https://twitter.com/blasarado/status/1546237339034345472,@blasarado,2022-07-10T20:58:03.000Z,It’s 110 degrees here in Austin and thundering,,,30.323445077994,-97.75698020848782,70561.0,1657504683.0,2022,7,10,20,58,3,True,degree
28808,28808,167801,167801,71954,https://twitter.com/noriega_joaquin/status/1546238017207259136,@noriega_joaquin,2022-07-10T21:00:45.000Z,We got a little shower going on right now  really hope it cools the weather a bit,,1,30.323445077994,-97.75698020848782,70554.0,1657504845.0,2022,7,10,21,0,45,True,weather
28837,28837,167776,167776,71929,https://twitter.com/runningman902/status/1546240960509665280,@runningman902,2022-07-10T21:12:27.000Z,"Welp, at least 110 degree comes with rain? #Austin",,1,30.323445077994,-97.75698020848782,70529.0,1657505547.0,2022,7,10,21,12,27,True,degree
28855,28855,167758,167758,71911,https://twitter.com/tclarkmedia/status/1546242810910752774,@tclarkmedia,2022-07-10T21:19:48.000Z,"I like both lulu and vuori

Vuori’s feel thinner and can be worn even if it’s hotter (I’ve worn mine in ATX during the summer )

But also like Lulu",,4,30.323445077994,-97.75698020848782,70511.0,1657505988.0,2022,7,10,21,19,48,True,hot
28863,28863,167751,167751,71904,https://twitter.com/TheHornATX/status/1546243651029835777,@TheHornATX,2022-07-10T21:23:08.000Z,#heatwave ,,10,30.323445077994,-97.75698020848782,70504.0,1657506188.0,2022,7,10,21,23,8,True,heat
28874,28874,167740,167740,71893,https://twitter.com/harperisarat/status/1546244350790828033,@harperisarat,2022-07-10T21:25:55.000Z,ITS SO HOT THAT MY CAR ALMOST DIDNT TURN ON BRO,,1,30.323445077994,-97.75698020848782,70493.0,1657506355.0,2022,7,10,21,25,55,True,hot
